Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeFlash,3PrimeFlash,3,S3,24,p u z z l e ,R,7,a n a g r a m,{SPACE},7721,2,1198,anagram{SPACE},1732,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,51,H i m a l a y a s,R,8,A n d e s,{SPACE},3457,1,1772,andes{SPACE},1200,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,16,C i n d e r e l l a ,R,9,A u r o r a ,aurora{SPACE},9040,1,1020,aurora{SPACE},3225,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,57,V i e t n a m,R,10,B a n g k o k,,0,4,2652,bangkok{SPACE},1810,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,3,t a r i f f ,R,11,b a r t e r ,tarrif{SPACE},5818,1,1042,barter{SPACE},1641,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,53,M e s s i,R,12,B e c k h a m,messi{SPACE},6420,2,880,beckham{SPACE},2671,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,50,e q u a t i o n ,R,13,b i n o m i a l ,equasion{SPACE},6946,3,4149,binomial{SPACE},4164,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,27,s k e l e t o n ,R,14,c a r c a s s,skelleton{SPACE},6091,1,1285,carcus{SPACE},2290,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,66,R o w l i n g,R,15,C a r r o l l,rollings{SPACE},7500,2,1802,carroll{SPACE},1279,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,21,g e c k o,R,16,c h a m e l e o n,chameleon{SPACE},9233,1,1525,chameleon{SPACE},3913,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,28,T h a t c h e r ,R,17,C h u r c h i l l,{SPACE},7408,3,3058,churchill{SPACE},2303,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,55,S a w y e r ,R,18,C l e m e n s,,0,4,1183,clemens{SPACE},1544,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,9,C o n g r e s s ,P,19,c o n g r u e n t,,0,3,5535,congruent{SPACE},2977,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,64,C o b a i n ,P,20,C o n n e r y,,0,2,2030,connery{SPACE},1737,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,22,c o n v e n i e n t ,P,21,c o v e n a n t ,prayer,9874,2,8981,covenant{SPACE},2289,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,60,d a w n ,P,22,D a n t e,{SPACE},2918,2,600,dante{SPACE},1807,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,32,d i f f i c u l t,P,23,d e f a u l t,debt{SPACE},8710,3,2128,default{SPACE},1824,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,33,d e p t h,P,24,d e p l e t e,drain{SPACE},8066,3,1783,depleat{SPACE},1906,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,10,d i g e s t ,P,25,d i v e r g e,,0,2,4453,diverge{SPACE},2374,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,56,e c s t a t i c ,P,26,e c c e n t r i c,estatic{SPACE},7287,2,1245,esentric{SPACE},2733,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,63,e x e r c i s e ,P,27,e x o r c i s m ,exercise{SPACE},9809,1,5340,exorcism{SPACE},3421,0,1,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,41,F a h r e n h e i t ,P,28,F a r a d a y,celcuis,9622,1,3414,faraday{SPACE},1582,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,30,f o l d i n g,P,29,f o l i a g e,foliage{SPACE},8969,1,1704,foliage{SPACE},1578,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,67,g a r n i s h,P,30,G a r l a n d,garland{SPACE},5528,1,810,garland{SPACE},1541,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,72,g o b l i n ,P,31,g o s l i n g,gosling{SPACE},9281,1,947,gosling{SPACE},2141,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,4,h a n d l e ,P,32,H a n c o c k,,0,4,3863,hancock{SPACE},2718,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,37,h a n d k e r c h i e f ,P,33,H e l s i n k i ,,0,4,1674,helsinki{SPACE},1935,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,11,h o l l y,P,34,h o i s t,,0,3,3956,hoist{SPACE},1309,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,8,h y m n ,P,35,H u s s e i n,bin,9586,4,6421,hussain{SPACE},2135,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,65,i d i o t,P,36,i d i o s y n c r a s y ,,0,2,1570,idiosyncrisy{SPACE},6231,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,7,i n t e r f e r e,B,37,i n t e r j e c t,,0,3,3598,interject{SPACE},3863,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,62,J a c k s o n,B,38,J a g g e r ,jagger{SPACE},5995,1,1305,jagger{SPACE},1573,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,44,l i t i g a t e ,B,39,l i b e l,lible{SPACE},6840,1,786,libel{SPACE},1900,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,17,l a c o n i c,B,40,l o q u a c i o u s ,,0,2,2002,loquacious{SPACE},3505,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,54,M e n d e l ,B,41,M a n d e l a,,0,4,2159,mandela{SPACE},1516,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,59,m i n i m u m,B,42,m e a g e r ,dull{SPACE},8999,2,1189,meager{SPACE},1293,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,75,M c C a r t n e y,B,43,M e r c u r y,,0,4,1434,mercury{SPACE},1757,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,36,M e l v i l l e ,B,44,M i l l e r ,{SPACE},5061,2,828,miller{SPACE},1228,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,29,m a s h ,B,45,m i n c e,dice{SPACE},7341,3,2658,mince{SPACE},1162,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,25,m o n o g a m y ,B,46,m o n o t o n y ,monotany{SPACE},7946,1,1269,monotony{SPACE},4369,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,19,M a d o n n a,B,47,M o n r o e ,{SPACE},7477,2,1379,monroe{SPACE},1411,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,73,N i l e ,B,48,N a i r o b i,,0,2,2741,nairobi{SPACE},2085,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,46,n e u t r a l i z e ,B,49,n u l l i f y,,0,3,3457,nullify{SPACE},1606,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,35,N a z i s,B,50,N u r e m b e r g,berlin{SPACE},8558,3,2222,nuremburg{SPACE},2529,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,40,o p a q u e ,B,51,o b s c u r e,,0,2,1723,obscure{SPACE},1692,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,5,o m n i s c i e n t ,B,52,o m n i p o t e n t ,,0,2,2894,omnipotent{SPACE},6140,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,43,o b v i o u s,B,53,o s t e n t a t i o u s ,vain{SPACE},8891,2,1485,ostentacious{SPACE},2549,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,6,O s a m a,B,54,O s w a l d ,,0,2,2152,oswald{SPACE},2719,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,2,b i a n n u a l ,U,55,O t t a w a ,quebec{SPACE},4652,1,8100,ottowa{SPACE},6112,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,61,c a n v a s ,U,56,p a n a c e a,,0,2,1493,panacea{SPACE},1532,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,42,c a r a v a n,U,57,p a r a g o n,,0,4,3214,paragon{SPACE},1634,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,49,c a m e l,U,58,p o l y g a m y ,,0,4,2130,polygamy{SPACE},4062,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,26,C h a r l e s,U,59,p r e c o c i o u s ,genious{SPACE},9350,3,2820,precocious{SPACE},3989,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,74,c o m m e n c e ,U,60,p r o p h e c y ,,0,2,1103,prophesy{SPACE},3484,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,48,g o b b l e ,U,61,S e o u l,seol{SPACE},9466,1,1267,seoul{SPACE},2202,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,34,H o o v e r ,U,62,S h a w ,{SPACE},5424,2,2391,shaw{SPACE},1083,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,31,H o l l a n d,U,63,S i c i l y ,sicily{SPACE},8263,3,2260,sicily{SPACE},2162,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,13,h e a v e,U,64,S k y w a l k e r,skywalker{SPACE},9376,1,3069,skywalker{SPACE},2146,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,71,H i t l e r ,U,65,s u r r o g a t e,,0,4,1338,surrogate{SPACE},1857,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,45,i n d i v i d u a l i s m,U,66,T h o r e a u,{SPACE},5691,2,1446,thoreau{SPACE},1986,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,68,i n v a l i d a t e ,U,67,t i c,tic{SPACE},6275,1,997,tic{SPACE},871,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,52,B e r l i n ,U,68,t s u n a m i,tsunami{SPACE},9646,1,1119,tsunami{SPACE},2043,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,69,s e c r e t i v e,U,69,T u r i n g ,{SPACE},5121,2,1253,turing{SPACE},1210,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,47,u n l i m i t e d,U,70,W a t s o n ,watson{SPACE},6257,1,1157,watson{SPACE},2032,1,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,38,f l a s h y ,U,71,W a y n e,,0,3,1872,wayne{SPACE},1385,0,0,,,,,,,,
PrimeFlash,3PrimeFlash,3,S3,18,B o o t h,U,72,Y e l l o w s t o n e,,0,3,2687,yellowstone{SPACE},2581,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,71,C o n g r e s s ,U,1,a b d i c a t e ,surrender{SPACE},7864,1,1174,abdicate{SPACE},1868,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,17,C o b a i n ,U,2,a b o r i g i n e,{SHIFT}Aboriginal{SPACE},8141,1,1343,{SHIFT}Aborigine{SPACE},4332,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,70,c o n v e n i e n t ,U,3,a b s t a i n,procrastinate{SPACE},9455,3,1479,abstain{SPACE},1513,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,18,d a w n ,U,4,a d v o c a t e ,{SHIFT}Advocate{SPACE},6723,1,418,advocate{SPACE},2102,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,3,d i f f i c u l t,U,5,A l c o t t ,,0,2,3055,alcott{SPACE},2629,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,13,d e p t h,U,6,a n a c h r o n i s m,,0,2,1559,anachronism{SPACE},3034,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,73,i n t e r f e r e,U,7,a n a g r a m,{SPACE},9194,2,239,anagram{SPACE},1433,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,24,J a c k s o n,U,8,A n d e s,{SHIFT}Andes{SPACE},4003,1,454,{SHIFT}Andes{SPACE},1499,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,52,l i t i g a t e ,U,9,A u r o r a ,,0,2,278,{SHIFT}Aurora{SPACE},1431,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,74,l a c o n i c,U,10,B a n g k o k,{SHIFT}Pek,9884,4,3071,{SHIFT}Bangkok{SPACE},5511,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,45,M e n d e l ,U,11,b a r t e r ,barter{SPACE},5866,1,430,barter{SPACE},1174,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,37,m i n i m u m,U,12,B e c k h a m,{SHIFT}Beckham{SPACE},4151,1,325,{SHIFT}Beckham{SPACE},1731,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,67,T o r o n t o,U,13,b i n o m i a l ,algebra{SPACE},8055,1,876,binomial{SPACE},2056,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,62,r e m e d y ,U,14,c a r c a s s,corpse{SPACE},8823,3,1420,carcus{SPACE},1729,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,26,i d e a l,U,15,C a r r o l l,{SPACE},7651,3,2010,{SHIFT}Carroll{SPACE},1541,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,63,m a r r i a g e ,U,16,c h a m e l e o n,chammilion{SPACE},9014,1,1732,chameleon{SPACE},2231,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,9,a d v a n c e d ,U,17,C h u r c h i l l,,0,4,1576,churchill{SPACE},1807,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,61,f o r e c a s t ,U,18,C l e m e n s,,0,4,337,{SHIFT}Clemens{SPACE},1277,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,49,p a r a l l e l ,R,19,c o n g r u e n t,,0,2,294,{SHIFT}congruent{SPACE},1703,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,6,B r o s n a n,R,20,C o n n e r y,brosnan{SPACE},8770,1,1113,brosnan{SPACE},7655,0,1,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,41,p r o t o c o l ,R,21,c o v e n a n t ,{SHIFT}Covenant{SPACE},5194,1,922,{SHIFT}Covenant{SPACE},2224,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,68,H o m e r,R,22,D a n t e,plato{SPACE},3920,1,439,dante{SPACE},932,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,69,s u r r e n d e r,R,23,d e f a u l t,,0,4,1265,default{SPACE},1035,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,53,c o n s u m e,R,24,d e p l e t e,,0,1,494,{SHIFT}deplete{SPACE},3717,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,19,s p l i t,R,25,d i v e r g e,,0,4,1056,diverge{SPACE},1311,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,60,b i z a r r e,R,26,e c c e n t r i c,ubiquitous{SPACE},7175,3,2083,eccentric{SPACE},2153,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,46,p o s s e s s i o n ,R,27,e x o r c i s m ,exorcise{SPACE},5587,1,851,exorcism{SPACE},4937,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,44,N e w t o n ,R,28,F a r a d a y,,0,2,996,{SHIFT}Faraday{SPACE},1582,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,14,v e g e t a t i o n ,R,29,f o l i a g e,,0,1,1339,foliage{SPACE},1553,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,47,H e p b u r n,R,30,G a r l a n d,{SHIFT}Hepburn{SPACE},6277,1,279,{SHIFT}Garland{SPACE},2278,0,1,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,40,p u p p y,R,31,g o s l i n g,,0,2,491,{SHIFT}{SHIFT}Gosling{SPACE},2517,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,16,J e f f e r s o n,R,32,H a n c o c k,,0,4,1778,{SHIFT}Hancock{SPACE},1601,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,32,B u d a p e s t ,R,33,H e l s i n k i ,{SPACE},4266,2,195,{SHIFT}Helsinki{SPACE},1725,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,43,d r e d g e ,R,34,h o i s t,,0,4,889,{SHIFT}Hoist{SPACE},1137,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,15,S t a l i n ,R,35,H u s s e i n,{SPACE},4480,2,1055,{SHIFT}Hussain{SPACE},2540,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,30,u n i q u e n e s s ,R,36,i d i o s y n c r a s y ,{SHIFT}Uniqueness{SPACE},3873,1,682,idiosyncracy{SPACE},3355,0,1,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,75,i m p l e m e n t,P,37,i n t e r j e c t,{SPACE},8538,2,779,interject{SPACE},2701,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,57,J a c k m a n,P,38,J a g g e r ,,0,4,610,{SHIFT}Jagger{SPACE},1317,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,25,l a b e l,P,39,l i b e l,gossip{SPACE},8140,4,3870,libel{SPACE},1257,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,2,l o c k e t ,P,40,l o q u a c i o u s ,verbose{SPACE},7188,1,2751,loquatious{SPACE},7401,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,22,M a n d a r i n ,P,41,M a n d e l a,{SHIFT}Mandela{SPACE},6390,1,996,{SHIFT}Mandela{SPACE},1394,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,72,m e d i u m ,P,42,m e a g e r ,{SPACE},6861,4,534,meager{SPACE},1097,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,66,m u r d e r ,P,43,M e r c u r y,{SPACE},6881,4,313,{SHIFT}Mercury{SPACE},1477,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,33,m i l i t a r y ,P,44,M i l l e r ,{SHIFT}Tolstoy{SPACE},8883,3,2342,{SHIFT}Miller{SPACE},1118,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,11,m i l k ,P,45,m i n c e,mince{SPACE},4005,1,1062,mince{SPACE},1190,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,65,m o n o p o l y ,P,46,m o n o t o n y ,monotony{SPACE},5032,1,2127,monotony{SPACE},1723,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,76,M o n a r c h,P,47,M o n r o e ,,0,2,364,monroe{SPACE},1352,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,21,n a r r a t e,P,48,N a i r o b i,{SHIFT}Nairobi{SPACE},4683,1,817,nairobi{SPACE},4303,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,28,n u m b n e s s ,P,49,n u l l i f y,{SHIFT}Enulment{SPACE},7434,1,2090,{SHIFT}Nullify{SPACE},1698,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,56,n e u r a l ,P,50,N u r e m b e r g,{SHIFT},8740,4,1446,{SHIFT}Nuremberg{SPACE},3542,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,38,o b s t r u c t ,P,51,o b s c u r e,,0,2,1292,{SHIFT}Obscure{SPACE},1580,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,23,o m n i v o r e ,P,52,o m n i p o t e n t ,{SHIFT}Omnipotent{SPACE},9014,1,932,omnipotent{SPACE},2677,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,7,o s t e o p o r o s i s ,P,53,o s t e n t a t i o u s ,,0,2,753,ostentatious{SPACE},3785,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,8,o s m o s i s,P,54,O s w a l d ,,0,4,2075,oswald{SPACE},1377,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,12,O n t a r i o,B,55,O t t a w a ,{SHIFT}Ontario{SPACE},3107,1,830,{SHIFT}Ontario{SPACE},1844,0,1,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,59,p l a c e b o,B,56,p a n a c e a,,0,4,1611,panacea{SPACE},1846,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,51,p a r a d i g m ,B,57,p a r a g o n,ideali,9834,4,3997,paragon{SPACE},1525,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,4,p r o m i s c u o u s,B,58,p o l y g a m y ,polygamy{SPACE},5827,1,1240,polygamy{SPACE},2286,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,36,p r o d i g y,B,59,p r e c o c i o u s ,,0,2,487,precocious{SPACE},2147,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,50,p r o g n o s i s,B,60,p r o p h e c y ,,0,2,898,{SHIFT}Prophecy{SPACE},2785,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,54,S a i g o n ,B,61,S e o u l,{SHIFT}Souel{SPACE},6694,1,1206,{SHIFT}Seoul{SPACE},1632,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,55,S h e l l e y,B,62,S h a w ,,0,4,350,{SHIFT}Shaw{SPACE},839,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,42,S w i t z e r l a n d,B,63,S i c i l y ,{SHIFT}Sicily{SPACE},8512,1,595,{SHIFT}Sicily{SPACE},1510,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,34,S o l o ,B,64,S k y w a l k e r,{SHIFT}Skywalker{SPACE},6015,1,540,{SHIFT}Skywalker{SPACE},1707,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,31,s u b s t i t u t e ,B,65,s u r r o g a t e,serrogate{SPACE},5371,1,981,surrogate{SPACE},2033,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,5,T o l s t o y,B,66,T h o r e a u,thorough,9004,1,3520,thoreau{SPACE},2342,1,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,35,t w i t c h ,B,67,t i c,,0,4,4390,tic{SPACE},724,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,64,t y p h o o n,B,68,t s u n a m i,monsoon{SPACE},9831,1,2305,tsunami{SPACE},1579,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,48,T e s l a,B,69,T u r i n g ,,0,2,520,{SHIFT}Turing{SPACE},1808,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,29,W e a s l e y,B,70,W a t s o n ,,0,4,413,{SHIFT}Watson{SPACE},1203,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,10,W a l k e r ,B,71,W a y n e,,0,4,884,wayne{SPACE},1457,0,0,,,,,,,,
PrimeFlash,4PrimeFlash,4,S4,27,Y o s e m i t e ,B,72,Y e l l o w s t o n e,{SHIFT}{SHIFT}{SHIFT},8195,4,1479,{SHIFT}Yellowstone{SPACE},1952,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,62,d i g e s t ,U,1,a b d i c a t e ,resign{SPACE},4549,3,1393,abdicate{SPACE},1188,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,2,e c s t a t i c ,U,2,a b o r i g i n e,aborigine{SPACE},7122,1,2848,aborigine{SPACE},2153,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,26,e x e r c i s e ,U,3,a b s t a i n,abstain{SPACE},5868,2,1440,abstain{SPACE},2141,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,36,F a h r e n h e i t ,U,4,a d v o c a t e ,bolster{SPACE},9398,3,2626,advocate{SPACE},1166,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,5,f o l d i n g,U,5,A l c o t t ,{SHIFT}Laur{SHIFT},8527,4,2514,alcott{SPACE},2108,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,13,g a r n i s h,U,6,a n a c h r o n i s m,out{SPACE},6574,2,2724,anachronism{SPACE},5023,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,73,M c C a r t n e y,U,7,a n a g r a m,manipulate{SPACE},7843,2,1202,anagram{SPACE},1224,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,8,M e l v i l l e ,U,8,A n d e s,andes{SPACE},6603,1,1407,andes{SPACE},1275,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,69,m a s h ,U,9,A u r o r a ,isabelle{SPACE},5590,2,806,aurora{SPACE},1356,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,4,m o n o g a m y ,U,10,B a n g k o k,{SHIFT}Changmai{SPACE},5103,4,4020,bangkok{ENTER}{SPACE},2856,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,15,M a d o n n a,U,11,b a r t e r ,bartert{SPACE},5375,1,1239,barter{SPACE},1176,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,52,N i l e ,U,12,B e c k h a m,{SPACE},3549,2,1636,beckham{SPACE},1257,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,50,T o k y o,U,13,b i n o m i a l ,algebra{SPACE},6825,3,1428,binomial{SPACE},2214,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,30,W i l d e,U,14,c a r c a s s,carcass{SPACE},3676,1,973,carcass{SPACE},3471,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,27,C o r s i c a,U,15,C a r r o l l,{SPACE},3713,2,1201,{SHIFT}Carroll{SPACE},1504,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,6,L e i a ,U,16,c h a m e l e o n,{SPACE},2818,1,2136,chameleon{SPACE},3237,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,37,m i d w i f e,U,17,C h u r c h i l l,thatcher{SPACE},9244,2,1327,churchill{SPACE},1656,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,9,E m e r s o n,U,18,C l e m e n s,,0,2,1736,clemens{SPACE},1387,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,19,p a r a l l e l ,R,19,c o n g r u e n t,symmetrical{SPACE},9695,4,1998,congruent{SPACE},2320,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,46,B r o s n a n,R,20,C o n n e r y,{SHIFT}Walke,9934,2,1441,connery{SPACE},1308,0,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,57,p r o t o c o l ,R,21,c o v e n a n t ,covenant{SPACE},3324,1,1197,covenant{SPACE},2266,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,66,H o m e r,R,22,D a n t e,danta{SPACE},4142,2,1387,dante{SPACE},869,1,0,,,,,,,,
PrimeFlash,5PrimeFlash,5,S5,74,s u r r e n d e r,R,23,d e f a u l t,forfeit{SPACE},6226,3,1974,default{SPACE},1257,0,0,,,,,,,,
